Avg. Area Income,Avg. Area House Age,Avg. Area Number of Bedrooms,Area Population,Avg. Area Number of Rooms,Address,Price
80008.66783,4,3,45889.89049,2,Saadat Abad,12500000000
71356.30273,8,2,36998.47979,1,Pardis,990000000
72432.70034,7,5,35039.46939,5,Northern Janatabad,2200000000
67284.47485,3,2,24942.88585,3,Parastar,2300000000
62653.09246,4,5,41467.86766,5,North Program Organization,4190000000
63968.60858,7,3,27404.50027,2,Shahr-e-Ziba,4099000000
74233.94584,5,3,32875.76905,1,Shahr-e-Ziba,4500000000
59729.2526,3,1,31202.18742,4,Aqdasieh,36500000000
81132.00429,6,2,32311.85324,5,Parastar,2030000000
68500.81624,5,5,51746.72764,2,Pakdasht,1225000000
55050.30809,9,1,29423.82757,3,Shahr-e-Ziba,3840000000
76840.45801,5,4,29860.07831,5,Heravi,8600000000
63428.91645,8,5,42996.60608,1,Farmanieh,55500000000
90592.46961,7,1,37223.87617,2,Gheitarieh,6264000000
56685.01444,8,4,43322.16685,2,Gheitarieh,6264000000
69230.74974,8,1,43072.19661,2,Gheitarieh,6200000000
68916.65376,9,5,42744.82854,1,Shahran,1850000000
60509.04459,3,4,28410.30375,4,East Ferdows Boulevard,3700000000
85719.31562,6,2,32058.35624,2,West Ferdows Boulevard,3700000000
62134.02206,8,4,32157.13169,5,Pardis,1930000000
73435.17519,6,1,36239.55617,2,Southern Chitgar,3250000000
55612.76294,6,3,42258.53738,3,Karimkhan,7800000000
70879.9083,3,2,22431.60626,2,Railway,6600000000
67461.44623,7,2,34573.11218,1,Southern Janatabad,4500000000
84439.85575,4,3,19835.24732,2,West Ferdows Boulevard,2200000000
67802.30909,9,2,36129.69101,5,Rudhen,2260000000
62685.27075,6,5,42018.93857,3,Si Metri Ji,1633000000
71392.47389,6,1,36009.70034,4,Pardis,680000000
59050.53429,3,4,37741.35882,5,Rudhen,2244000000
87895.86521,6,4,23876.13221,5,Abazar,5600000000
70276.40492,7,4,26630.48373,3,Abazar,4500000000
72640.26405,7,2,31470.61746,5,Abazar,5200000000
62894.12724,5,2,20317.21375,5,Abazar,6250000000
50846.00806,6,1,45357.00431,5,East Ferdows Boulevard,4600000000
78688.29319,4,1,47812.01849,5,Karoon,1570000000
76397.04314,3,1,45281.18657,3,Northern Chitgar,295000000
62162.62813,9,2,47747.3639,3,Jeyhoon,1900000000
75090.75512,6,1,39456.87209,1,Jeyhoon,1750000000
61801.46537,8,2,36326.69694,5,Jeyhoon,1500000000
77429.83343,4,4,30108.24133,5,Feiz Garden,1880000000
74388.60126,4,4,33763.08394,3,Pirouzi,3130000000
62566.56264,9,3,29365.60761,4,Feiz Garden,1960000000
68894.84507,3,4,28851.6014,5,Punak,3230000000
68738.36521,4,5,47445.35917,1,Pardis,690000000
74277.7199,8,1,50233.79031,3,Central Janatabad,3480000000
81280.91056,9,5,34933.19629,3,Farmanieh,35000000000
86305.36514,5,3,37854.37345,5,Pardis,760000000
59302.22958,6,2,25296.73583,2,Shahran,3550000000
81385.22312,5,4,47897.15663,5,East Pars,2891700000
64115.06377,3,5,34312.41251,3,Feiz Garden,2600000000
90436.98217,9,3,13340.49243,5,Northern Chitgar,455000000
75940.76389,8,5,49974.87944,4,Andisheh,1600000000
70102.72634,4,2,28280.9992,1,Shahran,1850000000
69950.96252,4,1,23733.79424,4,Shahran,2020000000
65736.34642,7,1,32964.01822,2,Pardis,1300000000
53825.01308,8,4,27373.15328,4,Pardis,610000000
86625.48184,7,5,42758.66645,2,Pardis,1870000000
69376.19257,9,3,18226.17943,3,Pardis,740000000
68423.02319,3,2,13345.56449,2,Pardis,780000000
68720.92171,4,2,45887.34562,3,Pirouzi,3000000000
70005.85362,5,4,40325.17418,1,Pardis,715000000
66614.62913,8,1,16654.26131,4,Farmanieh,18145000000
58978.22219,6,3,44071.60463,3,Salsabil,2093000000
64538.57112,8,4,36678.06362,1,Farmanieh,36660000000
76008.08024,4,3,39842.86297,3,Niavaran,30000000000
87119.12147,9,4,34671.59841,4,Farmanieh,23100000000
62850.31598,7,2,37764.36224,4,Pardis,650000000
66295.08116,7,4,28112.16904,2,Kook,7140000000
63185.83685,8,5,40080.6906,2,Moniriyeh,2047000000
74256.17524,8,3,34684.09713,5,Saadat Abad,3200000000
71668.30003,4,1,31352.40923,3,Northern Janatabad,3100000000
54476.23769,5,3,33533.91966,4,Zaferanieh,11800000000
85281.68718,4,2,22887.72189,4,Air force,1650000000
72137.83744,8,5,38259.2238,5,Air force,3990000000
66112.53645,6,2,20795.15006,3,Saadat Abad,40000000000
67047.181,3,5,37937.1943,1,Saadat Abad,6800000000
89358.86602,4,4,34063.60356,2,Sohanak,7448000000
50189.1408,8,1,35043.81895,5,Saadat Abad,3250000000
73119.72041,8,2,35426.69013,2,Lavizan,2650000000
67972.63008,5,4,27865.33079,2,Gheitarieh,8200000000
71739.61218,5,4,37030.72731,4,Ekhtiarieh,8400000000
67292.60387,8,5,41837.85872,5,Saadat Abad,12000000000
70243.43512,7,2,24647.90591,4,Southern Janatabad,3450000000
78274.52643,6,4,56299.7726,5,Ekhtiarieh,15000000000
84332.50332,8,5,33107.34283,3,Narmak,2510000000
79550.64138,8,3,43636.50449,2,Shahr-e-Ziba,1880000000
79698.22092,4,5,42046.3404,5,Aqdasieh,12600000000
71188.83351,9,5,40656.12969,5,Saadat Abad,5200000000
74605.03536,5,3,31638.22991,2,West Ferdows Boulevard,3570000000
71222.59783,7,2,54677.97282,4,Pasdaran,11000000000
80972.99647,4,1,48036.61012,2,Andisheh,1900000000
51044.2917,7,4,37730.00709,3,Narmak,8400000000
65066.54356,5,5,27940.28442,4,Qasr-od-Dasht,2000000000
76259.82522,8,4,19262.61425,3,Persian Gulf Martyrs Lake,1000000000
77456.40573,5,2,37997.54792,4,Punak,2650000000
75376.9516,4,2,25548.51424,5,Punak,4200000000
79674.43426,8,3,17862.7275,1,Gheitarieh,24000000000
64408.08587,5,2,40817.89,1,Punak,2250000000
67932.01032,5,3,51145.32062,1,Punak,2800000000
75146.80359,7,1,55577.96645,4,Punak,4200000000
55378.10435,3,5,41416.97915,2,Pardis,550000000
78113.49969,5,1,43345.60758,5,Central Janatabad,3600000000
81516.98657,8,2,33263.14435,5,Qalandari,13000000000
70306.6799,5,4,29572.38924,3,Jeyhoon,1500000000
91392.41934,4,2,33379.6764,3,Saadat Abad,11475000000
51110.93411,9,1,38408.27206,1,Pirouzi,1260000000
99629.01358,6,3,36950.73906,2,Pardis,540000000
72656.92618,3,4,38568.07963,4,Pardis,550000000
71938.00237,6,3,20097.1385,1,Zaferanieh,42000000000
69503.15045,7,2,45266.52944,3,Zaferanieh,10000000000
75287.52728,7,1,39219.52988,3,Velenjak,9500000000
56753.73014,8,5,52718.24234,2,Zaferanieh,11000000000
78044.35165,6,4,43771.64636,3,Pardis,560000000
74838.65747,5,4,23637.25637,5,Zaferanieh,32000000000
51580.09906,5,3,37511.33915,1,Zaferanieh,14800000000
85260.65515,6,2,52358.79317,5,Zaferanieh,19000000000
49733.31051,8,1,43558.8253,2,Zaferanieh,29700000000
76751.88142,4,5,32295.76549,1,Pardis,540000000
64595.71155,6,5,29668.87669,2,Ostad Moein,3310000000
88794.59963,4,5,37994.97385,5,Pardis,550000000
69909.07866,5,4,39347.13568,1,Northern Janatabad,3250000000
89908.77306,8,4,37295.99683,1,Gheitarieh,7830000000
76278.75269,9,4,49250.7059,2,Kamranieh,8700000000
55405.12012,7,1,18257.14925,4,Punak,2350000000
68270.75669,8,5,31159.28871,2,Southern Janatabad,5300000000
71275.3149,6,4,28922.95889,2,Farmanieh,18700000000
53079.79601,3,3,33083.43471,4,Ekhtiarieh,19300000000
66690.97247,3,2,22619.11464,5,Pasdaran,22000000000
61644.17361,6,3,27809.13508,4,Pasdaran,13000000000
80015.54973,5,3,52469.76545,1,Central Janatabad,4650000000
62591.86149,8,5,32210.42844,2,Central Janatabad,4500000000
70673.84254,6,4,58256.11476,4,Niavaran,53950000000
82535.28052,9,2,43272.31005,4,Saadat Abad,5700000000
82610.44538,4,2,34880.77042,2,Ekhtiarieh,8960000000
84776.70849,5,4,26952.55681,1,Saadat Abad,8400000000
51918.54687,7,1,24734.40652,1,Southern Janatabad,3200000000
68858.03162,6,3,28846.95052,2,Saadat Abad,3900000000
53418.53531,9,3,33572.74697,4,East Ferdows Boulevard,9515000000
70696.40245,5,5,43313.16512,4,Southern Janatabad,3150000000
70902.30487,8,4,36768.63393,3,Saadat Abad,3900000000
62043.17585,4,4,23249.82461,1,Central Janatabad,3200000000
61411.41703,6,3,49175.33938,3,West Ferdows Boulevard,2200000000
58293.43194,5,2,45033.389,5,East Ferdows Boulevard,2700000000
70851.59901,4,4,27024.98663,5,Pardis,1900000000
65669.98453,5,3,40115.76381,5,Saadat Abad,5661000000
64823.01584,8,5,36481.32775,1,West Ferdows Boulevard,3750000000
68363.25907,6,3,20667.90293,4,West Ferdows Boulevard,2750000000
70596.85095,7,5,51614.83014,2,Central Janatabad,4240000000
67947.39745,3,2,35681.15262,2,Saadat Abad,15000000000
96807.43691,3,3,29269.13734,5,Saadat Abad,15500000000
66733.63181,3,1,35193.2115,3,Shahrake Gharb,12150000000
80665.00157,8,3,40952.01693,2,Ekhtiarieh,12000000000
75378.62764,8,5,28300.6076,1,Pardis,1100000000
65198.94339,4,2,23580.86919,2,Pasdaran,11100000000
78739.2246,6,4,28884.04164,1,Saadat Abad,4000000000
66697.53134,3,4,25896.99089,1,Shahrake Gharb,4800000000
58822.04321,3,1,34141.83201,2,Saadat Abad,5200000000
75093.95694,4,2,27247.95256,5,Saadat Abad,8700000000
68709.27916,8,2,16668.26686,3,Shahrake Gharb,12600000000
68192.53017,5,2,46821.31972,1,Shahrake Gharb,14800000000
84090.36174,9,3,25127.54884,5,Shahrake Qods,1050000000
69277.75898,3,3,57408.31289,4,Pardis,2000000000
63833.38804,4,3,28928.91819,4,Gheitarieh,9000000000
70698.78409,4,1,22987.66824,5,Pirouzi,1300000000
68258.10605,6,4,36205.14863,1,Ekhtiarieh,3900000000
62699.43922,3,4,37816.3377,4,East Ferdows Boulevard,9900000000
76933.60611,8,5,33433.33877,4,Shahrake Qods,1181100000
65959.78116,3,2,29803.17135,2,Shahrake Qods,1150800000
78020.03953,8,5,49601.23864,3,Shahrake Qods,1012000000
69559.4963,9,1,42013.7324,1,Shahrake Qods,1365000000
90890.48581,4,3,45519.25627,3,Central Janatabad,2400000000
56901.09377,7,3,13704.35075,2,Ekhtiarieh,5500000000
59206.16527,4,5,28805.35549,2,Pasdaran,10800000000
65302.37247,8,1,43818.67866,2,Pasdaran,7600000000
86369.24033,3,2,43683.30256,4,Shahran,2080000000
71499.91566,4,2,41870.90839,1,Gheitarieh,12500000000
69312.98192,7,4,44237.12104,3,Farmanieh,22050000000
77797.39496,4,5,33847.01451,4,Northern Janatabad,4140000000
55631.29777,7,5,30884.45099,1,Persian Gulf Martyrs Lake,295000000
70836.01135,7,3,37047.88256,4,Gheitarieh,9300000000
62152.60603,4,5,42785.08178,5,Pardis,795000000
66919.91548,9,3,38858.87649,1,Heravi,5500000000
79868.12243,7,4,54228.0749,5,Heravi,7040000000
73145.4597,4,3,41209.03078,1,Abazar,9400000000
54535.45372,3,4,30852.20701,3,Gheitarieh,14000000000
72240.12696,6,1,25012.86978,2,Central Janatabad,2080000000
47266.34392,7,1,33421.95541,3,Amirieh,2024000000
82551.53961,8,1,40086.08586,5,Niavaran,24700000000
72232.36595,4,3,49668.50107,2,Central Janatabad,2180000000
71624.58537,4,3,29089.78359,3,Niavaran,17200000000
71670.4485,8,5,31709.34046,2,Gheitarieh,26500000000
86157.17573,3,3,62963.75539,5,Pardis,670000000
82416.13226,9,4,15290.31706,5,Pardis,630000000
69566.74303,5,4,37491.14691,5,Pardis,955000000
66684.34727,8,5,37226.30715,2,Pardis,500000000
71743.48382,4,1,44674.89103,2,Pardis,980000000
55473.73632,5,5,48021.89287,5,Shahr-e-Ziba,2050000000
66261.61649,7,2,26264.32179,2,Shahrake Gharb,13000000000
65380.31624,7,4,21641.4762,2,Shahrake Gharb,18500000000
73431.52793,5,1,31148.10331,5,Heravi,7541000000
76169.72844,8,4,50352.41648,5,Velenjak,10700000000
72630.65101,7,3,34119.16671,2,Zaferanieh,26000000000
64601.80273,7,3,24117.45838,2,Zaferanieh,11000000000
55995.00731,9,1,20895.67945,1,Pirouzi,1275000000
58301.73272,4,3,32759.44783,2,Pardis,490000000
66579.51999,6,1,35826.71023,2,Dehkade Olampic,4350000000
73829.77774,7,4,51385.52324,2,Jeyhoon,2280000000
86640.8016,9,4,22432.13983,5,Jeyhoon,2250000000
80535.00342,4,1,25691.68458,4,Komeil,1978000000
51474.30702,7,3,38952.18917,5,Punak,4200000000
69333.68219,8,3,17187.11819,1,Southern Janatabad,1955000000
55554.79675,3,5,44903.44532,5,Valiasr,2024000000
64055.28418,9,3,27804.60516,2,Amir Bahador,2139000000
76811.40182,7,4,27770.24891,2,Amirieh,1630000000
78030.06933,3,1,42432.70958,4,Saadat Abad,9800000000
76921.67563,8,2,44920.65789,1,Central Janatabad,4000000000
63833.84316,4,3,34481.67331,3,Shahran,3500000000
69120.09299,8,2,36631.92686,4,Aqdasieh,7000000000
65454.97423,8,5,47740.63899,5,Central Janatabad,3100000000
53067.1696,9,4,46132.75451,3,West Ferdows Boulevard,2450000000
59519.20835,5,2,42176.86419,5,East Ferdows Boulevard,1920000000
64724.68649,8,3,43833.66369,1,Ostad Moein,1200000000
83936.74963,6,3,25569.36831,1,Punak,1900000000
70298.13952,6,3,33457.74573,3,Dehkade Olampic,4400000000
79337.32565,6,2,41521.38461,3,Kook,3580000000
63578.82315,6,3,42322.61326,3,Azadshahr,3750000000
65124.65602,5,2,19161.7809,4,East Ferdows Boulevard,2850000000
84364.70733,9,4,50521.10423,3,Persian Gulf Martyrs Lake,3750000000
76287.4682,3,4,35212.74388,4,Northern Janatabad,3050000000
56433.01085,4,3,46058.86914,3,Azadshahr,4500000000
83406.74332,5,3,25350.73547,4,Railway,4520000000
74867.50582,7,4,33768.51285,3,Zibadasht,4350000000
55698.37442,8,4,49506.83061,2,Persian Gulf Martyrs Lake,8500000000
59575.62144,9,4,37153.85262,2,Punak,3300000000
69605.56602,9,5,35427.14865,4,Persian Gulf Martyrs Lake,8350000000
67663.97161,9,4,30546.448,2,Persian Gulf Martyrs Lake,4500000000
75354.4149,6,5,21574.47109,3,Persian Gulf Martyrs Lake,5100000000
63750.21601,7,4,40582.00027,3,Shahr-e-Ziba,2970000000
72263.21441,9,3,28428.30127,5,Parand,460000000
69246.15092,3,3,35005.79155,2,East Ferdows Boulevard,3150000000
65465.53989,7,3,31297.52713,1,Ostad Moein,1090000000
107701.7484,4,5,37619.43993,3,Jeyhoon,810000000
58829.37333,3,5,31236.58232,3,Shahran,3200000000
94650.54944,6,3,27797.78112,2,Salsabil,2000000000
49851.13478,5,2,32511.84627,2,Dehkade Olampic,1035000000
61522.93112,3,3,30398.57294,4,Komeil,1090000000
59082.00095,7,4,33462.67269,4,Northern Chitgar,1035000000
80732.1713,3,5,28954.69773,5,Shahrake Gharb,10000000000
88222.04239,6,1,34795.32008,3,Southern Chitgar,1035000000
70651.68514,5,3,35339.56993,1,Islamshahr,1245000000
79289.10799,3,1,41321.11197,5,Persian Gulf Martyrs Lake,1035000000
73969.66467,3,5,39663.85423,5,Shahran,2650000000
62857.07813,7,4,48339.9406,1,Central Janatabad,2700000000
72991.48165,4,1,50626.49543,5,Shahr-e-Ziba,3600000000
62794.96597,7,1,31162.06331,4,Southern Janatabad,6500000000
71806.36195,8,2,47563.23158,2,Shahran,3900000000
69584.65691,7,4,17045.80773,1,Shahrake Qods,1510000000
62357.03095,4,2,23382.53939,1,Pasdaran,16160000000
59716.73664,7,5,41273.00907,5,Pardis,500000000
71093.69196,3,5,37143.39873,2,Pardis,600000000
76336.06984,8,5,37258.19982,5,Pardis,750000000
54762.0543,3,2,58460.27986,2,Pardis,600000000
61666.1515,9,2,34605.02957,3,Central Janatabad,3300000000
92280.49747,3,4,38004.14521,4,Farmanieh,20000000000
74312.89823,5,4,43906.74417,1,Andisheh,450000000
70026.92525,4,2,38102.46556,2,Pardis,570000000
68524.19436,5,4,48112.39408,2,Zaferanieh,6700000000
87927.96606,3,4,34724.16282,2,Southern Janatabad,2950000000
74082.02275,5,5,32617.47347,2,Andisheh,350000000
72245.3376,4,3,25508.78544,2,North Program Organization,2750000000
63555.45973,6,3,41839.48396,4,Amirabad,4590000000
74170.66239,6,4,40719.23735,4,East Ferdows Boulevard,3300000000
70005.69443,8,5,25136.21543,2,Niavaran,20000000000
67547.87107,9,4,28131.71902,4,Dorous,4200000000
61776.61566,3,2,27970.52173,5,Gheitarieh,7485000000
69200.66427,9,3,31085.32304,4,Dezashib,11250000000
66887.15243,4,4,23806.23576,2,Pasdaran,9200000000
83201.02149,6,1,43837.42476,2,Karoon,850000000
59944.64516,6,4,28999.12825,1,Salsabil,1500000000
53676.37215,3,4,47027.06248,2,Pardis,60000000
64074.96149,7,5,40211.10647,3,Andisheh,11000000000
77324.39733,7,3,32839.90146,4,Andisheh,5500000000
76870.35628,5,5,25655.86712,5,Heravi,13800000000
55897.31438,6,3,31094.11082,4,Elahieh,11500000000
87765.52423,7,3,39910.33971,4,Pardis,900000000
78331.93253,7,5,31032.85907,4,Dezashib,12300000000
74569.85807,6,5,39183.9578,4,Narmak,1750000000
87314.63582,8,2,25224.64592,5,Heravi,6100000000
78019.85596,7,5,36689.234,2,Andisheh,730000000
64432.61434,9,2,50851.06038,4,Dorous,13000000000
74332.85047,6,4,30212.43884,1,Ekhtiarieh,18500000000
74664.33664,3,1,23817.9026,4,Farmanieh,23000000000
73406.21728,5,5,38073.5192,5,Heravi,7950000000
58464.30507,9,4,25157.45429,4,West Ferdows Boulevard,2050000000
61600.92573,7,5,37457.80723,5,Shahran,1950000000
75155.18265,9,1,51562.59493,2,Farmanieh,8100000000
67828.91266,4,1,27127.62794,3,Pirouzi,1200000000
50144.73988,4,1,43233.325,4,Parand,850000000
86557.25246,9,2,42757.44428,1,Shahrake Qods,580000000
87733.86256,8,2,43943.47926,3,Andisheh,960000000
65846.40694,6,5,22355.22119,3,Punak,6500000000
45551.40297,5,5,49839.32178,4,Heravi,9450000000
89946.9002,3,3,40502.7397,4,Heravi,6050000000
72792.67074,8,4,34104.36601,4,Heravi,6500000000
68709.10049,9,1,31659.70025,2,Gheitarieh,14000000000
87506.73197,9,3,32699.65258,2,Saadat Abad,7980000000
62862.48802,8,1,37254.69839,1,Heravi,6000000000
59054.13026,7,5,51384.43323,5,Pardis,650000000
45978.39092,6,4,36062.78846,4,Salsabil,1100000000
80281.41683,7,5,45424.22353,1,Ozgol,6300000000
65908.73975,9,4,24080.58935,5,Zargandeh,9000000000
55930.14482,3,2,24898.73888,3,Saadat Abad,7900000000
77587.94723,8,3,37280.44201,5,Mirdamad,3795000000
62636.8301,7,3,51456.29763,3,Punak,6700000000
76142.11983,6,4,41931.4683,4,Abbasabad,4000000000
63524.21761,9,1,48123.70594,5,Ostad Moein,1600000000
85673.3062,3,1,33110.5602,1,Amirabad,2000000000
49268.37307,3,4,41349.04041,1,Andisheh,1109700000
87978.41434,4,3,39586.43071,3,Andisheh,1250000000
78785.27727,3,3,33603.48416,3,Kahrizak,1608000000
79271.90498,9,2,28904.21789,2,Parand,315000000
62755.45277,5,1,41525.3777,1,Andisheh,585000000
81944.65491,6,5,34262.32384,2,Qasr-od-Dasht,3250000000
67384.00037,4,3,48918.05536,3,Shahrake Gharb,9300000000
67282.57297,8,1,42768.9123,4,Shahran,1850000000
57869.98449,9,5,44474.70188,2,Amirieh,2210000000
64967.78483,5,4,28164.22161,5,Karoon,2400000000
69700.74131,4,2,21934.89864,5,Shahran,3170000000
74490.63924,9,4,35563.45613,4,Karoon,1100000000
54827.03231,7,3,45027.11401,5,Karoon,1100000000
74369.6686,3,1,45991.85697,5,Shahran,3200000000
81357.86976,4,4,51019.21242,2,Punak,4700000000
73185.62021,7,3,54680.64442,5,Punak,2730000000
53526.93343,7,3,51611.11364,4,Shahran,5550000000
64736.28408,8,4,47717.13619,1,Farmanieh,5950000000
68488.61746,4,5,28298.49476,3,Farmanieh,6200000000
49424.26712,4,2,18656.64243,1,Feiz Garden,2100000000
62032.95947,7,4,25267.10761,3,Punak,2000000000
64506.79006,7,1,41521.43993,3,Razi,1390000000
51178.14802,3,4,31822.06604,3,Razi,1574000000
64290.20571,9,1,54157.29516,2,Razi,1712000000
61482.24479,9,1,50245.27162,1,Feiz Garden,4230000000
70130.56063,4,2,26794.25502,4,Heravi,3300000000
84923.39536,9,4,43231.6173,2,Niavaran,32500000000
63233.73313,9,3,49272.461,4,Heravi,6800000000
53776.63203,6,5,29324.00264,2,Pardis,500000000
67125.14983,9,3,22651.11135,5,Shahr-e-Ziba,3150000000
66007.93861,8,1,45399.55912,1,Parand,1150000000
64838.4929,5,4,32921.01007,2,East Pars,2575000000
83889.43598,3,4,17957.86337,1,Pasdaran,5500000000
78846.27009,3,1,41261.18878,1,Pasdaran,3450000000
72556.20088,6,4,31487.03672,3,Narmak,3050000000
62069.76279,6,5,27098.84396,3,Beryanak,2800000000
88697.61952,9,2,29935.90416,4,Islamshahr,460000000
57216.21282,3,3,35046.01314,5,Andisheh,5700000000
53712.14081,4,4,31913.69653,2,Damavand,7000000000
77330.79471,6,1,49571.1057,4,Parand,440000000
66556.38765,6,5,45325.65586,1,Shahr-e-Ziba,2080000000
74864.37031,8,4,46250.65372,1,Parand,1300000000
62561.56095,4,4,37446.16768,2,East Ferdows Boulevard,1900000000
77821.62437,3,3,33932.54516,4,Qalandari,7500000000
79579.993,8,5,43214.76502,3,Qalandari,4700000000
69923.34867,4,1,45202.13987,5,Gheitarieh,9800000000
63879.68073,7,2,56266.97406,2,Punak,6300000000
59154.68474,8,4,26567.50608,3,Qalandari,6250000000
52835.26226,9,1,34537.001,3,Qalandari,4500000000
63750.37363,6,5,47248.05759,4,Qalandari,8100000000
81741.63202,9,2,29755.50821,4,Ekhtiarieh,81600000000
77594.60276,6,5,24293.63308,1,Shahr-e-Ziba,2350000000
79843.14633,5,3,42452.94119,3,Saadat Abad,3600000000
77081.68075,7,4,40080.43542,3,Gheitarieh,14000000000
70713.64043,9,1,29436.45405,5,Gheitarieh,11600000000
63797.99896,9,3,26626.53416,2,Jordan,8900000000
45914.01122,3,3,26309.23832,4,East Ferdows Boulevard,1830000000
88190.46896,4,3,25177.48795,5,Jordan,7700000000
72010.79507,6,4,16376.64122,3,Jordan,8700000000
52420.52553,8,1,39766.41957,1,Shahr-e-Ziba,2400000000
74748.15451,8,1,36071.7552,5,Pardis,514000000
80913.46083,3,2,30034.33954,3,East Ferdows Boulevard,2000000000
59480.04567,6,5,43703.77758,3,Mahmoudieh,75000000000
80951.28339,9,4,38990.80712,1,Punak,2100000000
63856.3085,3,1,31114.8974,1,Persian Gulf Martyrs Lake,1900000000
74727.88857,6,5,27639.05883,1,West Ferdows Boulevard,1950000000
78095.35263,9,1,32346.43499,4,West Ferdows Boulevard,4200000000
